bayes_rating,Strategy Games,Abstract Games,Family Games,Thematic Games,Customizable Games,Wargames,Party Games,Children's Games
5.51278,0,0,0,0,0,0,0,0
5.56545,0,0,0,0,1,0,0,0
5.54061,0,0,0,0,0,1,0,0
5.51205,0,1,0,0,0,0,0,0
5.49653,0,0,0,0,0,0,0,0
5.49769,0,0,0,0,0,1,0,0
5.54517,0,0,0,0,0,0,0,0
5.55726,0,0,0,0,0,1,0,0
5.51744,0,0,0,0,0,0,0,0
5.55501,0,0,0,0,0,0,0,0
5.52478,0,0,0,0,0,0,0,0
5.58558,0,0,0,0,0,0,0,0
5.53034,0,0,0,1,0,0,0,0
5.58009,0,0,0,0,0,0,0,0
5.9987,0,0,0,1,0,0,0,0
5.48354,0,0,0,0,0,1,0,0
5.63238,0,0,0,0,0,0,0,0
5.61552,0,0,0,0,0,1,0,0
5.67444,0,1,0,0,0,0,0,0
5.51057,0,0,0,0,0,1,0,0
5.54561,0,0,0,0,0,1,0,0
5.51217,0,1,0,0,0,0,0,0
6.10949,0,1,1,0,0,0,0,0
7.19186,0,0,0,0,0,0,0,0
7.30034,0,0,0,1,0,0,0,0
6.18835,1,0,0,0,0,0,0,0
6.36894,1,0,1,0,0,0,0,0
5.93126,0,0,1,0,0,0,0,0
5.79297,0,0,1,0,0,0,0,0
5.47819,0,0,0,0,0,0,0,0
5.47695,0,0,1,1,0,0,0,0
5.54529,0,0,0,0,0,0,0,0
5.50989,0,0,0,0,0,0,0,0
6.749,0,0,0,1,0,0,0,0
5.53231,0,0,0,0,0,0,0,0
5.62615,0,0,0,0,0,1,0,0
5.84489,0,0,1,0,0,0,1,0
5.55534,0,0,0,0,0,0,0,0
6.24786,0,0,0,1,0,1,0,0
5.59312,0,0,0,0,0,1,0,0
5.62479,0,0,0,0,0,1,0,0
5.51761,0,0,0,0,0,1,0,0
5.5153,0,0,0,0,0,1,0,0
5.5185,0,0,0,0,0,1,0,0
5.47326,0,0,0,0,0,0,0,0
6.82034,0,0,0,1,0,0,0,0
5.63268,0,0,0,0,1,0,0,0
5.54924,0,0,0,0,0,1,0,0
5.4965,0,0,0,0,0,1,0,0
5.56116,0,0,0,0,0,1,0,0
7.1327,1,0,0,0,0,0,0,0
5.51505,0,0,0,0,0,1,0,0
5.55039,0,0,0,0,0,1,0,0
5.60853,0,0,1,0,0,0,0,0
5.45789,0,0,0,0,0,0,0,0
5.68595,1,0,0,0,0,0,0,0
5.57667,0,0,0,0,0,1,0,0
6.23656,1,0,0,0,0,0,0,0
7.36426,0,0,1,0,0,0,0,0
6.4103,0,0,0,0,0,1,0,0
5.5958,0,0,0,0,0,0,0,0
5.56415,0,0,0,0,0,1,0,0
5.70715,0,0,0,0,0,1,0,0
5.53265,0,1,0,0,0,0,0,0
5.99558,1,0,0,0,0,0,0,0
5.53421,0,0,0,0,0,1,0,0
5.5324,0,0,0,0,0,1,0,0
6.94191,1,0,0,0,0,0,0,0
5.61151,0,0,0,0,0,0,0,0
5.80401,1,0,0,0,0,0,0,0
6.80761,1,0,0,0,0,0,0,0
6.24251,0,0,0,1,0,1,0,0
5.85033,0,0,0,0,0,1,0,0
5.56559,0,0,0,0,0,1,0,0
5.47639,0,0,0,0,0,0,0,0
5.50718,0,0,0,0,0,0,0,0
5.50341,0,0,0,0,0,0,0,0
5.52622,0,1,0,0,0,0,0,0
5.47461,0,0,0,0,0,0,0,0
6.6765,1,0,1,0,0,0,0,0
6.03001,0,0,0,0,0,1,0,0
5.45693,0,0,0,0,0,0,0,0
5.60663,0,0,0,0,0,0,0,0
5.51827,0,0,0,0,0,1,0,0
5.54566,0,0,0,0,0,1,0,0
5.55531,0,0,0,0,0,0,0,0
5.6997,0,0,1,0,0,0,0,0
5.4993,0,0,0,0,0,0,0,0
5.62826,0,0,0,0,0,0,0,0
5.57677,0,0,1,0,0,0,0,0
5.50245,0,0,0,0,0,0,0,0
5.54218,0,0,0,0,0,1,0,0
5.82536,0,0,0,0,0,0,0,0
5.56276,0,0,0,0,0,1,0,0
5.56103,0,0,0,0,0,1,0,0
5.65052,0,1,0,0,0,0,0,0
5.57012,0,0,0,0,0,1,0,0
5.52482,0,0,1,0,0,0,0,0
5.70981,1,0,0,0,0,0,0,0
5.49745,0,0,0,0,0,0,0,0
5.53294,0,0,0,0,0,1,0,0
5.8529,0,0,0,1,0,0,0,0
5.56047,0,1,0,0,0,0,0,0
5.65578,0,0,0,0,0,0,0,0
5.52385,0,0,1,0,0,0,0,0
5.42915,0,0,0,0,0,0,0,0
5.87831,0,0,0,0,0,1,0,0
5.61387,0,1,0,0,0,0,0,0
5.55344,0,1,0,0,0,0,0,0
5.53064,0,1,0,0,0,0,0,0
6.97783,0,1,0,0,0,0,0,0
5.80229,0,0,0,0,0,0,0,0
5.50913,0,1,0,0,0,0,0,0
5.93557,1,0,0,0,0,0,0,0
5.51442,0,0,0,0,0,0,0,1
5.89988,0,0,0,1,0,1,0,0
5.90891,0,0,0,0,0,1,0,0
5.51649,0,0,0,0,0,0,0,0
5.53514,0,1,0,0,0,0,0,0
5.29859,0,0,0,0,0,0,0,0
5.52927,0,0,0,0,0,0,0,0
5.57723,0,0,0,0,0,0,0,1
5.59982,0,0,0,0,0,0,0,0
5.52081,0,0,0,0,0,1,0,0
5.48443,0,0,0,0,0,0,0,0
5.50546,0,0,0,0,0,0,0,0
5.89213,1,0,1,0,0,0,0,0
6.06126,0,0,1,0,0,0,0,0
5.45378,0,0,0,0,0,0,0,1
6.31471,0,0,1,0,0,0,0,0
5.67463,0,0,0,0,0,0,0,0
5.55441,0,0,0,0,0,0,0,0
5.6078,0,0,0,0,0,0,1,0
5.62042,0,0,0,0,0,0,0,0
5.57213,0,0,0,0,0,1,0,0
5.50979,0,1,1,0,0,0,0,0
5.46998,0,0,0,0,0,0,0,0
5.45044,0,0,0,0,0,0,0,0
5.50306,0,0,0,0,0,0,0,0
5.98694,1,0,1,0,0,0,0,0
5.61666,0,0,0,1,0,0,0,0
5.51938,0,0,0,0,0,0,0,1
5.49463,0,0,0,0,0,0,0,0
5.47965,0,1,0,0,0,0,0,0
5.57602,0,0,1,0,0,0,0,0
5.37752,0,0,0,0,0,0,0,1
5.50904,0,0,0,0,0,0,0,0
6.71254,0,0,0,1,0,0,0,0
5.5149,0,0,0,0,0,0,0,0
5.33635,0,0,1,1,0,0,0,0
5.46722,0,0,0,0,0,0,0,0
5.56445,1,0,1,0,0,0,0,0
5.5056,0,0,0,0,0,0,0,0
5.57359,0,0,0,0,0,0,0,0
5.60302,0,0,0,0,0,0,0,0
5.61167,0,0,1,0,0,0,0,0
5.57903,0,0,0,0,0,0,0,0
5.50419,0,0,0,0,0,1,0,0
5.54255,0,0,0,0,0,1,0,0
5.50217,0,0,0,0,0,1,0,0
5.76546,0,0,1,0,0,0,0,0
5.52335,0,0,0,0,0,0,0,0
5.53504,0,0,0,0,0,0,0,0
5.53491,0,0,0,0,0,0,0,0
5.44824,0,0,0,0,0,0,0,0
5.88906,0,0,0,0,0,0,1,0
5.58947,0,0,0,0,0,0,0,0
5.54135,0,0,0,0,0,0,0,0
5.46864,0,0,0,0,0,1,0,0
5.48146,0,0,0,0,0,0,0,0
5.82441,1,1,0,0,0,0,0,0
6.00638,0,0,0,0,0,1,0,0
5.58621,0,0,0,0,0,0,0,1
5.50351,0,0,0,0,0,0,1,0
5.51126,0,1,0,0,0,0,0,0
6.25142,0,0,1,0,0,0,0,0
5.53311,0,0,0,0,0,0,0,0
5.49749,0,0,0,0,0,1,0,0
5.82763,1,0,0,0,0,0,0,0
5.52761,0,0,0,0,0,0,0,1
5.48913,0,0,0,0,0,0,0,0
6.00826,0,0,1,0,0,0,1,0
5.49494,0,0,0,0,0,0,0,0
5.56895,0,0,0,0,0,0,0,0
5.49599,0,0,0,0,0,0,0,0
5.62282,1,0,0,0,0,0,0,0
5.49192,0,0,0,0,0,0,0,0
5.54887,0,0,0,0,0,0,0,1
5.55452,0,1,0,0,0,0,0,0
5.56555,0,0,0,0,0,0,0,0
5.50659,0,0,0,0,0,0,1,0
6.11901,1,0,0,0,0,0,0,0
5.49155,0,0,0,0,0,0,0,0
5.54301,0,0,0,0,0,1,0,0
5.54317,0,0,0,0,0,1,0,0
5.53091,0,0,0,0,0,1,0,0
5.53609,0,0,0,0,0,1,0,0
5.52406,0,0,0,0,0,1,0,0
5.5355,0,0,0,0,0,1,0,0
5.52227,0,0,0,0,0,0,0,0
5.47639,0,0,0,0,0,0,0,0
5.52126,0,0,0,0,0,1,0,0
5.52757,0,0,0,0,0,1,0,0
5.5272,0,0,0,0,0,1,0,0
5.55493,0,0,0,0,0,1,0,0
5.53558,0,0,0,0,0,0,0,0
5.59292,0,0,0,0,0,1,0,0
6.26498,1,0,0,0,0,0,0,0
5.41187,0,0,0,0,0,0,0,0
6.1254,0,0,0,0,1,0,0,0
5.4714,0,0,0,1,0,0,0,0
5.47815,0,0,0,1,0,0,0,0
5.47109,0,0,0,1,0,0,0,0
5.49737,0,0,0,0,0,0,0,0
5.49645,0,0,0,0,0,0,0,0
5.48554,0,0,0,0,0,0,0,0
5.49584,0,0,0,0,0,0,0,0
5.5235,0,0,0,0,0,0,0,0
5.48681,0,0,0,0,0,0,0,0
5.49817,0,0,0,0,0,0,0,0
5.47334,0,0,0,0,0,0,1,0
5.49405,0,0,0,0,0,0,0,0
5.47078,0,0,0,0,0,0,0,1
5.48378,0,0,0,0,0,0,0,0
5.55031,0,0,0,0,0,0,0,0
5.53771,0,0,0,0,0,1,0,0
5.48138,0,0,0,0,0,0,0,0
5.89003,0,0,0,0,0,1,0,0
5.47619,0,0,0,0,0,0,0,0
5.48845,0,0,0,0,0,0,0,0
5.5095,0,1,0,0,0,0,0,0
5.71528,0,0,0,0,0,0,1,0
5.5573,0,0,0,0,0,1,0,0
5.48338,0,0,0,0,0,0,0,0
6.14658,1,0,0,0,0,0,0,0
6.13488,1,0,0,0,0,0,0,0
5.51439,0,0,0,0,0,0,0,0
5.50623,0,0,0,0,0,0,0,0
5.51744,0,0,0,1,0,0,0,0
5.51243,0,0,0,0,0,0,0,0
5.89518,0,0,0,0,0,1,0,0
5.70676,0,0,0,0,0,1,0,0
5.47731,0,0,0,0,0,0,0,0
5.47467,0,0,0,0,0,0,0,0
5.57493,0,0,0,0,0,0,0,0
5.49664,0,0,0,0,0,0,0,0
5.96136,0,0,0,0,0,1,0,0
5.58528,0,0,0,0,0,1,0,0
5.47028,0,0,0,0,0,0,0,0
5.48617,0,0,0,0,0,0,0,0
5.51015,0,0,0,0,0,0,0,0
5.58587,0,0,0,0,0,1,0,0
5.5617,0,0,0,1,0,0,0,0
5.5595,0,0,0,0,0,1,0,0
5.53728,0,0,0,0,0,0,0,0
5.65854,0,0,0,0,0,1,0,0
5.51234,0,0,0,0,0,1,0,0
5.64644,0,0,1,0,0,0,0,0
5.82891,0,0,0,0,0,0,0,0
6.00132,1,0,0,0,0,0,0,0
5.46419,0,0,0,0,0,1,0,0
5.49367,0,0,0,0,0,0,0,0
5.53489,0,0,0,0,0,0,0,0
5.71446,0,0,0,0,0,0,1,0
6.27315,0,0,1,0,0,0,0,0
5.6426,0,0,1,0,0,0,0,0
5.55157,0,1,0,0,0,0,0,0
5.59566,1,0,1,0,0,0,0,0
7.133,1,0,0,0,0,0,0,0
5.47781,0,0,0,0,0,0,0,0
5.64478,1,0,0,0,0,0,0,0
5.59903,0,0,0,0,0,1,0,0
5.56761,1,0,0,1,0,0,0,0
5.43767,0,0,0,0,0,0,0,0
5.52179,0,0,0,0,0,0,0,0
5.53948,0,0,0,0,0,0,0,0
5.51503,0,0,0,0,0,0,0,0
5.59845,0,0,0,0,0,1,0,0
5.79309,1,0,1,0,0,0,0,0
5.49965,0,0,0,0,0,1,0,0
5.59168,0,0,0,0,0,1,0,0
5.516,0,0,1,0,0,0,0,0
6.01948,0,0,0,0,0,0,0,0
5.5046,0,0,0,0,0,0,0,0
5.49633,0,0,0,0,0,0,0,0
5.51461,0,0,0,0,0,0,0,1
5.49881,0,0,0,0,0,0,0,0
5.48958,0,0,0,0,0,0,0,0
5.55071,0,0,1,0,0,0,0,0
5.82509,1,0,0,0,0,0,0,0
6.35974,0,0,0,1,0,0,1,0
6.14503,1,0,1,0,0,0,0,0
5.86754,0,0,0,1,0,0,0,0
5.54616,0,0,0,0,0,1,0,0
5.72932,0,0,0,0,0,1,0,0
5.91321,0,0,0,1,0,0,1,0
5.80964,0,0,0,0,0,0,1,0
5.58173,1,0,0,0,0,0,0,0
5.86929,0,0,0,1,0,0,0,0
5.55537,0,0,0,0,0,1,0,0
5.52676,0,0,0,0,0,1,0,0
5.80734,1,0,0,0,0,0,0,0
5.49566,0,0,0,0,0,0,0,0
5.53062,1,0,0,1,0,0,0,0
5.54509,0,1,0,0,0,0,0,0
5.49173,0,0,0,0,0,0,0,1
6.47305,0,0,0,0,0,0,1,0
5.5475,0,1,0,0,0,0,0,0
5.50406,0,0,0,0,0,0,0,0
5.48411,0,0,0,0,0,0,0,0
5.48047,0,0,0,0,0,0,0,0
5.52296,0,0,0,0,0,0,0,0
5.50393,0,0,0,0,0,0,0,0
5.95409,0,0,0,0,0,0,0,1
5.49781,0,0,0,0,0,0,0,0
5.88007,0,0,0,0,0,1,0,0
5.53161,0,1,0,0,0,0,0,0
5.48988,0,1,0,0,0,0,0,0
5.51446,0,0,0,0,0,0,0,0
5.70877,1,0,0,0,0,0,0,0
5.63789,0,0,0,1,0,0,1,0
5.68673,1,0,0,0,0,0,0,0
5.69749,0,1,0,0,0,0,0,0
5.50573,0,0,0,0,0,0,0,0
5.50862,0,0,0,0,0,0,0,0
5.6562,0,0,0,0,0,1,0,0
5.47127,0,0,0,0,0,0,0,1
5.5197,0,0,0,0,0,0,0,0
5.51448,0,1,0,0,0,0,0,0
5.5343,0,0,0,0,0,0,0,0
5.50306,0,0,0,0,0,0,0,0
5.52968,0,0,0,0,0,1,0,0
5.51895,0,0,0,0,0,0,0,0
5.54514,0,0,0,0,0,0,0,0
5.47355,0,0,0,0,0,0,0,0
5.47267,0,0,0,0,0,0,0,0
5.50749,0,0,0,0,0,0,0,0
5.63944,0,0,1,0,0,0,0,0
5.55821,0,0,0,0,0,1,0,0
5.74424,0,0,0,0,0,1,0,0
5.50097,0,0,0,0,0,0,0,0
5.52236,0,0,0,0,0,0,0,0
5.49417,0,0,0,0,0,0,0,0
5.51177,0,0,0,0,0,0,0,0
5.82969,0,0,0,1,0,0,0,0
5.51044,0,0,0,0,0,0,0,0
5.47139,0,0,0,0,0,0,0,0
5.54716,0,1,1,0,0,0,0,0
5.60189,0,0,1,0,0,0,0,0
5.85943,0,0,1,0,0,0,0,0
5.5103,0,1,0,0,0,0,0,0
5.7511,0,0,1,0,0,0,0,0
5.50321,0,0,0,0,0,0,0,0
5.60267,0,0,0,0,0,1,0,0
5.51103,0,0,0,0,0,0,0,0
5.65806,0,0,0,0,0,1,0,0
5.64961,0,0,0,0,0,1,0,0
6.58037,1,0,1,0,0,0,0,0
5.54454,0,0,0,0,0,1,0,0
5.49714,0,0,0,0,0,0,0,0
5.51348,0,0,0,0,0,0,0,0
5.64255,0,0,0,0,0,1,0,0
5.5304,0,0,0,0,0,1,0,0
6.56482,0,0,0,0,0,0,0,0
5.53387,0,0,0,0,0,0,0,0
6.96348,0,0,0,1,0,0,0,0
5.95142,0,0,1,0,0,0,0,0
5.46613,0,0,0,0,0,0,0,0
5.64196,0,0,0,1,0,0,0,0
5.5891,0,0,0,0,0,0,0,0
5.5941,0,0,0,1,0,0,0,0
5.72262,0,0,1,0,0,0,0,0
5.70097,0,0,1,0,0,0,0,0
5.57083,0,0,0,0,0,0,0,0
5.57711,0,0,0,0,0,0,0,0
5.48566,0,0,0,0,0,0,0,0
5.5439,0,0,0,0,0,0,0,0
6.41511,0,0,1,0,0,0,0,0
5.53395,0,0,0,0,0,1,0,0
5.557,0,0,0,0,0,0,0,0
5.53987,0,0,0,0,0,0,0,0
5.51769,0,0,0,0,0,0,0,0
7.02498,1,0,1,0,0,0,0,0
5.51261,0,1,0,0,0,0,0,0
5.78753,0,1,1,0,0,0,0,0
5.57457,0,0,0,1,0,0,0,0
5.5344,0,0,0,0,1,0,0,0
5.55162,0,0,0,0,0,0,0,0
5.6036,0,0,0,0,0,1,0,0
5.48672,0,0,0,0,0,0,0,0
5.55851,0,0,0,0,0,0,0,0
5.60651,0,0,0,0,0,0,0,0
5.51673,0,1,0,0,0,0,0,0
5.55238,0,0,0,0,0,0,0,0
5.50565,0,0,0,0,0,0,0,0
6.37602,0,1,1,0,0,0,0,0
5.53069,0,0,0,0,0,0,0,0
5.5096,0,0,0,0,0,1,0,0
5.52296,0,0,0,0,0,1,0,0
5.96923,0,0,1,0,0,0,0,0
5.67797,0,0,0,0,0,1,0,0
5.51222,0,0,0,0,0,0,0,0
6.03231,0,0,1,0,0,0,0,0
5.497,0,0,0,0,0,0,0,0
5.58983,0,0,1,0,0,0,0,0
5.54519,0,0,0,0,0,0,0,0
5.47519,0,0,0,0,0,0,0,0
5.53663,0,0,0,0,0,0,0,1
5.4986,0,0,0,0,0,0,0,1
5.45164,0,0,0,0,0,0,0,0
5.46228,0,0,0,0,0,0,0,0
5.55902,0,0,0,0,0,1,0,0
5.86248,1,0,0,0,0,0,0,0
5.53594,0,0,0,0,0,0,0,0
5.54761,0,0,0,0,0,0,0,0
5.57708,0,0,0,0,0,0,0,0
5.81589,0,0,0,0,1,0,0,0
7.72033,1,0,0,0,0,0,0,0
6.25802,0,0,0,0,0,1,0,0
5.46063,0,0,0,0,0,0,0,0
6.2129,0,0,1,0,0,0,0,0
5.49411,0,0,0,0,0,0,0,0
5.93778,1,0,1,0,0,0,0,0
6.06259,0,0,1,0,0,0,0,0
7.46796,1,0,1,0,0,0,0,0
5.69539,0,0,0,1,0,0,0,0
5.48317,0,1,0,0,0,0,0,0
5.72735,0,0,0,0,0,1,0,0
5.537,0,0,0,0,0,1,0,0
5.90194,1,0,1,0,0,0,0,0
5.5241,0,0,0,0,0,0,0,0
5.564,0,0,1,0,0,0,0,0
5.67218,0,0,1,0,0,0,0,0
6.26702,0,0,1,0,0,0,0,0
5.51754,0,0,0,0,0,1,0,0
5.53803,0,0,1,0,0,0,0,0
5.49403,0,0,1,0,0,0,0,0
5.68541,0,0,0,0,0,1,0,0
5.4914,0,0,0,0,0,0,0,0
5.59955,0,0,0,0,0,0,0,1
5.48915,0,0,0,0,0,0,0,0
5.62914,1,0,1,0,0,0,0,0
5.54155,0,0,0,0,0,0,0,0
5.53222,0,0,0,0,0,0,0,0
5.624,0,0,0,0,0,0,0,0
5.49755,0,0,0,0,0,0,0,0
6.09274,0,0,0,1,0,0,1,0
5.68933,1,0,0,0,0,0,0,0
6.37087,1,0,1,0,0,0,0,0
5.52939,0,0,0,0,0,1,0,0
5.45584,0,0,0,0,0,0,0,0
5.57501,0,0,0,0,0,0,1,0
5.52567,0,0,0,0,0,1,0,0
5.46859,0,0,0,0,0,0,0,1
5.49605,0,0,0,0,0,0,0,0
5.53549,0,0,0,0,0,0,0,0
5.53718,0,1,0,0,0,0,0,0
5.50043,0,0,0,0,0,0,0,0
6.07054,0,1,1,0,0,0,0,0
5.56018,0,1,0,0,0,0,0,0
5.59253,0,0,0,0,0,0,0,0
5.51896,0,0,0,1,0,0,0,0
5.49469,0,0,0,0,0,0,0,0
5.89013,0,0,0,0,0,1,0,0
5.52959,0,0,0,0,0,0,0,0
6.60056,0,0,0,0,0,1,0,0
5.53027,0,0,0,0,0,0,0,0
5.53336,0,0,0,0,0,1,0,0
5.52931,0,0,0,1,0,0,0,0
5.52291,0,0,0,0,0,0,0,0
5.50911,0,0,0,0,0,0,0,0
5.52002,0,1,0,0,0,0,0,0
5.33788,0,0,0,0,0,0,0,0
5.60618,0,0,0,0,0,0,0,0
5.54107,0,0,0,0,0,0,1,0
5.59542,0,0,0,0,0,1,0,0
5.51133,0,0,0,0,0,0,0,0
5.56617,0,0,0,0,0,1,0,0
5.57059,0,0,0,0,0,0,0,0
5.5115,0,1,0,0,0,0,0,0
5.87387,1,0,1,0,0,0,0,0
5.52169,0,0,0,0,0,0,0,0
5.51264,1,0,0,0,0,1,0,0
5.48738,0,0,0,0,0,0,0,0
5.60831,0,0,0,0,0,1,0,0
5.98737,1,0,0,0,0,0,0,0
5.74795,1,0,0,0,0,0,0,0
5.65002,0,0,1,0,0,0,0,0
5.46055,0,0,0,0,0,0,0,0
5.55793,0,0,0,0,0,0,0,0
5.55289,1,0,0,0,0,0,0,0
5.55122,0,0,0,0,0,0,0,0
5.49816,0,0,0,0,0,0,0,0
5.6465,0,0,1,0,0,0,0,0
5.96568,0,0,0,0,0,1,0,0
6.01279,0,0,0,0,0,1,0,0
5.52166,0,0,0,0,0,0,0,0
5.73915,0,0,1,0,0,0,1,0
5.50246,0,0,0,0,0,0,0,0
5.53888,0,0,0,0,0,0,0,0
5.53083,0,0,0,0,0,0,0,0
5.59112,0,0,0,0,0,0,0,0
5.77948,0,0,0,0,0,1,0,0
5.49384,0,0,0,0,0,0,0,0
5.70468,0,0,0,1,0,0,0,0
5.56601,0,0,0,0,0,0,0,0
5.54277,0,0,0,0,0,0,0,0
6.33988,1,0,1,0,0,0,0,0
5.66608,0,0,1,1,0,0,0,0
5.56089,0,0,0,0,0,1,0,0
5.59244,0,0,0,0,0,1,0,0
5.63232,0,0,0,0,0,1,0,0
5.4986,0,0,0,0,0,0,0,0
5.4864,0,1,0,0,0,0,0,0
5.59904,0,1,0,0,0,0,0,0
5.67566,0,0,0,0,0,1,0,0
5.66937,0,0,0,0,0,1,0,0
5.51639,0,0,0,0,0,0,0,1
5.47409,0,0,0,0,0,0,0,1
5.54368,0,0,0,0,0,1,0,0
6.13857,0,0,1,0,0,0,0,0
5.51818,0,0,0,0,0,1,0,0
6.60492,0,0,1,0,0,0,0,0
5.47829,0,0,0,0,1,0,0,0
6.3059,0,0,1,0,0,0,0,0
6.04987,0,0,1,0,0,0,0,0
5.52365,0,0,0,0,0,1,0,0
5.9737,0,0,1,1,0,0,0,0
5.44249,0,0,0,0,0,0,0,0
5.55641,0,0,0,0,0,1,0,0
5.53302,0,1,0,0,0,0,0,0
5.51815,0,0,0,0,0,0,0,0
5.54184,0,0,1,0,0,0,0,1
6.77754,1,0,0,0,0,0,0,0
6.04391,1,0,0,0,0,0,0,0
5.45826,0,0,0,0,0,0,0,0
5.51839,0,0,0,0,0,0,0,0
5.87678,0,0,0,1,0,0,0,0
5.63347,0,0,0,0,0,0,0,0
5.55176,0,0,0,0,0,1,0,0
5.72686,0,0,0,0,0,1,0,0
5.99503,0,0,0,0,0,1,0,0
5.51758,0,0,1,0,0,0,0,0
5.67951,1,0,0,0,0,0,0,0
5.52829,0,0,0,0,0,0,0,0
5.45522,0,0,0,0,0,0,0,1
5.54997,0,0,0,0,0,1,0,0
5.55057,0,0,0,0,0,0,0,0
5.48557,0,0,0,0,0,1,0,0
5.50845,0,0,0,0,0,0,0,0
5.60431,0,0,0,0,0,1,0,0
5.53901,0,0,0,0,0,0,0,0
5.97283,1,0,1,0,0,0,0,0
5.87497,0,0,0,0,0,1,0,0
5.50731,0,0,0,0,0,0,0,0
7.72751,1,0,0,0,0,0,0,0
6.72336,0,0,0,1,0,0,0,0
5.59516,1,0,0,0,0,0,0,0
6.22557,1,0,0,0,0,0,0,0
5.51996,0,0,1,0,0,0,1,0
5.6009,0,0,0,0,0,1,0,0
5.61396,0,0,0,0,0,0,0,0
5.56704,0,0,0,0,0,0,0,1
5.52912,0,0,0,0,0,0,0,1
6.53092,0,0,0,1,0,0,0,0
5.61735,0,0,0,0,0,0,0,1
5.47957,0,0,0,0,0,0,0,1
5.5,0,0,0,0,0,0,0,0
5.57851,1,1,0,0,0,0,0,0
5.52721,0,0,0,0,0,0,0,0
5.84355,1,1,0,0,0,0,0,0
5.52674,0,0,0,0,0,0,0,0
5.68171,0,0,1,0,0,0,0,0
7.52261,1,0,0,0,0,0,0,0
5.5072,0,0,0,0,0,0,0,0
5.46984,0,0,0,0,0,0,0,0
5.42079,0,0,0,0,0,0,0,0
5.49435,0,0,0,0,0,0,0,0
5.46054,0,0,0,0,0,0,0,0
5.47083,0,0,0,0,0,0,0,0
5.4992,0,0,0,0,0,0,0,0
6.84052,0,1,0,0,0,0,0,0
5.48687,0,0,0,0,0,0,0,0
5.50383,0,0,0,0,0,0,0,0
5.50702,0,0,0,0,0,0,0,0
5.59713,0,0,0,0,0,1,0,0
5.54874,0,0,0,0,0,1,0,0
5.50193,0,1,0,0,0,0,0,0
5.561,0,0,0,0,0,1,0,0
5.6493,0,0,0,0,0,1,0,0
5.49336,0,0,0,0,0,0,0,0
5.76158,0,0,0,0,0,1,0,0
5.73807,0,0,0,0,0,1,0,0
5.51311,0,0,0,0,0,1,0,0
5.53562,0,0,0,0,0,0,0,0
5.58121,0,0,0,0,0,1,0,0
5.86617,0,0,0,0,0,0,1,0
5.54352,0,0,0,0,0,0,0,0
5.97902,0,0,0,0,0,1,0,0
5.51093,0,0,0,0,0,0,0,0
5.65547,1,0,0,0,0,0,0,0
5.48324,0,0,0,0,0,0,0,0
6.20557,0,0,0,0,0,1,0,0
6.13975,0,0,0,0,0,1,0,0
5.5208,0,0,0,1,0,1,0,0
5.52212,0,0,0,0,0,0,0,0
5.47404,0,0,0,0,0,0,0,0
5.67182,1,0,0,0,0,0,0,0
5.54579,0,1,0,0,0,0,0,0
5.63403,0,0,0,0,0,1,0,0
5.54619,0,0,0,0,0,0,0,0
5.7836,0,0,0,0,0,1,0,0
5.52202,0,0,0,0,0,0,0,0
5.64348,0,0,0,0,0,0,0,0
6.30332,1,0,0,0,0,1,0,0
5.51396,0,0,0,0,0,0,0,0
5.51086,0,0,0,0,0,0,0,0
7.00323,0,0,0,0,0,0,1,0
5.52273,0,0,0,0,0,0,0,1
5.501,0,0,0,0,0,0,0,1
5.62817,0,0,0,0,0,1,0,0
5.69521,0,0,0,0,0,1,0,0
5.57074,0,0,0,0,0,1,0,0
5.51873,0,0,0,0,0,0,0,0
5.59465,1,0,0,0,0,0,0,0
5.51002,0,0,0,0,0,0,0,0
5.53346,0,0,0,0,0,1,0,0
5.43228,0,0,0,0,0,0,0,0
5.55268,0,0,0,0,0,1,0,0
5.48869,0,0,0,0,0,0,0,1
5.55386,0,1,0,0,0,0,0,0
5.56493,0,0,0,0,0,1,0,0
5.47305,0,0,0,0,0,0,0,0
5.50643,0,1,0,0,0,0,0,0
6.23836,0,0,1,0,0,0,0,1
5.52305,0,0,0,0,0,0,0,0
5.48999,0,0,0,0,0,0,0,0
5.56123,0,0,0,0,0,0,0,0
5.57049,1,0,0,0,0,0,0,0
5.53406,0,0,0,0,0,1,0,0
5.50755,0,0,0,0,0,0,0,0
5.49612,1,0,0,0,0,0,0,0
5.52502,0,0,0,0,0,1,0,0
6.04241,1,0,0,0,0,0,0,0
6.5078,0,0,0,1,0,0,0,0
5.53081,0,1,0,0,0,0,0,0
5.69291,0,0,1,0,0,0,0,0
5.43584,0,0,1,0,0,0,0,0
5.52462,0,0,0,0,0,0,0,0
5.56768,0,0,0,0,0,1,0,0
5.49171,0,0,0,0,0,1,0,0
5.55139,0,0,0,0,0,0,0,0
5.40413,0,1,0,0,0,0,0,0
5.56817,0,0,0,0,0,0,0,0
5.55027,0,0,0,0,0,0,0,0
5.52216,0,0,0,0,0,0,0,0
6.27786,1,0,0,0,0,0,0,0
5.51316,0,0,0,0,0,0,0,0
5.52483,0,0,0,0,0,1,0,0
5.7907,0,0,0,0,0,1,0,0
6.03505,1,0,0,0,0,0,0,0
5.45987,0,0,0,0,0,0,0,0
5.57207,0,0,0,0,0,1,0,0
5.49302,0,0,0,0,0,0,0,0
